#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
415,Galatasaray,Sofiane Feghouli,0.0,0.0,2.0,4.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
416,Olympiacos FC,Mady Camara,0.0,0.0,12.0,10.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
417,KRC Genk,Théo Bongonda,0.0,0.0,9.0,5.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
418,Olympiacos FC,José Sá,0.0,0.0,1.0,0.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
419,Valencia,Francis Coquelin,0.0,0.0,7.0,0.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
420,Olympique Lyonnais,Léo Dubois,0.0,0.0,12.0,7.0,0.0,6.71,6.71,Ataque,,,,,,,,,,,,,,
421,Inter,Alexis Sánchez,0.0,1.0,1.0,1.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
422,Borussia Dortmund,Paco Alcácer,0.0,2.0,1.0,4.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
423,Barcelona,Jordi Alba,0.0,0.0,1.0,1.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
424,Shakhtar Donetsk,Viktor Kovalenko,0.0,0.0,1.0,3.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
425,RB Leipzig,Yussuf Poulsen,0.0,2.0,6.0,10.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
426,Atalanta,Roger Ibañez,0.0,0.0,1.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
427,Lokomotiv Moscow,Anton Miranchuk,0.0,1.0,4.0,4.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
428,Lokomotiv Moscow,Solomon Kvirkvelia,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
429,FK Crvena zvezda,Radovan Pankov,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
430,Club Brugge KV,Thibault Vlietinck,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
431,Red Bull Salzburg,Patrick Farkas,0.0,0.0,0.0,1.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
432,Lokomotiv Moscow,Anton Kochenkov,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
433,Real Madrid,Alphonse Aréola,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
434,Napoli,Sebastiano Luperto,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
435,Zenit St. Petersburg,Róbert Mak,0.0,0.0,0.0,2.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
436,Lille,Tiago Djaló,0.0,0.0,1.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
437,Red Bull Salzburg,Carlos Coronel,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
438,Atlético Madrid,Mario Hermoso,0.0,0.0,1.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
439,Shakhtar Donetsk,Ismaily,0.0,0.0,12.0,3.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
440,Olympiacos FC,Miguel Ángel Guerrero,0.0,0.0,1.0,9.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
441,Borussia Dortmund,Thorgan Hazard,0.0,1.0,6.0,7.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
442,Barcelona,Sergi Roberto,0.0,1.0,0.0,1.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
443,Juventus,Sami Khedira,0.0,0.0,0.0,0.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
444,Valencia,Ezequiel Garay,0.0,0.0,0.0,0.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
445,Liverpool,Divock Origi,0.0,1.0,11.0,5.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
446,Club Brugge KV,Eduard Sobol,0.0,0.0,5.0,0.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
447,GNK Dinamo Zagreb,Mario Gavranović,0.0,0.0,2.0,1.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
448,Real Madrid,Federico Valverde,0.0,0.0,4.0,3.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
449,Shakhtar Donetsk,Serhiy Kryvtsov,0.0,0.0,0.0,0.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
450,RB Leipzig,Patrik Schick,0.0,3.0,4.0,11.0,0.0,6.66,6.66,Ataque,,,,,,,,,,,,,,
451,Paris Saint-Germain,Julian Draxler,0.0,0.0,5.0,2.0,0.0,6.66,6.66,Ataque,,,,,,,,,,,,,,
452,Olympique Lyonnais,Anthony Lopes,0.0,0.0,0.0,0.0,0.0,6.66,6.66,Ataque,,,,,,,,,,,,,,
453,SK Slavia Praha,Milan Škoda,0.0,1.0,2.0,1.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
454,Tottenham Hotspur,Danny Rose,0.0,0.0,1.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
455,Tottenham Hotspur,Moussa Sissoko,0.0,1.0,7.0,2.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
456,Chelsea,Antonio Rüdiger,0.0,0.0,0.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
457,Bayer 04 Leverkusen,Moussa Diaby,0.0,0.0,7.0,6.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
458,Tottenham Hotspur,Oliver Skipp,0.0,0.0,1.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
459,Atlético Madrid,Šime Vrsaljko,0.0,0.0,0.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
460,Atalanta,Marco Sportiello,0.0,0.0,0.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
461,Bayer 04 Leverkusen,Panagiotis Retsos,0.0,0.0,1.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
462,Napoli,Kévin Malcuit,0.0,0.0,5.0,1.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
463,SK Slavia Praha,Mick van Buren,0.0,0.0,0.0,1.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
464,SK Slavia Praha,Laco Takacs,0.0,1.0,0.0,1.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
465,Paris Saint-Germain,Abdou Diallo,0.0,0.0,0.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
466,KRC Genk,Joseph Paintsil,0.0,1.0,3.0,4.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
467,Galatasaray,Emre Mor,0.0,0.0,7.0,1.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
468,Galatasaray,Marcão,0.0,0.0,1.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
469,Olympiacos FC,Andreas Bouchalakis,0.0,1.0,4.0,2.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
470,Real Madrid,Raphaël Varane,0.0,1.0,4.0,8.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
471,Atalanta,Pierluigi Gollini,0.0,0.0,0.0,0.0,0.0,6.64,6.64,Ataque,,,,,,,,,,,,,,
472,AFC Ajax,Daley Blind,0.0,0.0,3.0,2.0,0.0,6.64,6.64,Ataque,,,,,,,,,,,,,,
473,Bayer 04 Leverkusen,Lucas Alario,0.0,1.0,2.0,9.0,0.0,6.64,6.64,Ataque,,,,,,,,,,,,,,
474,Galatasaray,Radamel Falcao,0.0,0.0,3.0,4.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
475,Shakhtar Donetsk,Marcos Antônio,0.0,0.0,0.0,0.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
476,Lille,Mike Maignan,0.0,0.0,0.0,0.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
477,Galatasaray,Mariano,0.0,0.0,6.0,1.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
478,Bayer 04 Leverkusen,Julian Baumgartlinger,0.0,0.0,1.0,2.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
479,Zenit St. Petersburg,Vyacheslav Karavaev,0.0,0.0,1.0,2.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
480,Barcelona,Arturo Vidal,0.0,0.0,1.0,2.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
481,Atlético Madrid,Diego Costa,0.0,2.0,4.0,5.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
482,Real Madrid,Lucas Vázquez,0.0,0.0,1.0,4.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
483,Lille,Léo Jardim,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
484,Tottenham Hotspur,Victor Wanyama,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
485,Valencia,Thierry Correia,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
486,Barcelona,Monchu,0.0,0.0,1.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
487,Club Brugge KV,Dion Cools,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
488,KRC Genk,Neto Borges,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
489,Lokomotiv Moscow,Stanislav Magkeev,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
490,Bayer 04 Leverkusen,Paulinho,0.0,1.0,2.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
491,Lille,Reinildo Mandava,0.0,0.0,3.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
492,Benfica,Florentino Luís,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
493,AFC Ajax,Perr Schuurs,0.0,0.0,1.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
494,Bayer 04 Leverkusen,Daley Sinkgraven,0.0,0.0,2.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
495,SK Slavia Praha,Michal Frydrych,0.0,0.0,0.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
496,Chelsea,Olivier Giroud,0.0,1.0,1.0,4.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
497,Chelsea,Pedro,0.0,0.0,1.0,3.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
498,Inter,Sebastiano Esposito,0.0,1.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
499,Inter,Kwadwo Asamoah,0.0,0.0,1.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
500,Club Brugge KV,Ruud Vormer,0.0,0.0,0.0,1.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
501,Lokomotiv Moscow,Fedor Smolov,0.0,0.0,8.0,3.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
502,Red Bull Salzburg,Jérôme Onguene,0.0,1.0,0.0,3.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
503,Club Brugge KV,Siebe Schrijvers,0.0,1.0,0.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
504,Bayer 04 Leverkusen,Kai Havertz,0.0,2.0,6.0,6.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
505,Real Madrid,Luka Jović,0.0,1.0,2.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
506,Valencia,Mouctar Diakhaby,0.0,0.0,2.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
507,Tottenham Hotspur,Harry Winks,0.0,0.0,9.0,1.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
508,RB Leipzig,Amadou Haidara,0.0,0.0,5.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
509,Real Madrid,Ferland Mendy,0.0,0.0,7.0,1.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
510,Napoli,Eljif Elmas,0.0,0.0,5.0,0.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
511,Club Brugge KV,Éder Balanta,0.0,0.0,2.0,2.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
512,Club Brugge KV,Loïs Openda,0.0,0.0,0.0,2.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
513,Zenit St. Petersburg,Daler Kuzyaev,0.0,0.0,0.0,2.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
514,Inter,Roberto Gagliardini,0.0,0.0,1.0,0.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
515,Napoli,Piotr Zieliński,0.0,1.0,5.0,3.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
516,Chelsea,Emerson Palmieri,0.0,0.0,3.0,3.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
517,KRC Genk,Jere Uronen,0.0,0.0,1.0,4.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
518,GNK Dinamo Zagreb,Marko Đira,0.0,0.0,1.0,1.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
519,Barcelona,Junior Firpo,0.0,0.0,1.0,0.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
520,AFC Ajax,Klaas-Jan Huntelaar,0.0,0.0,0.0,1.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
521,KRC Genk,Joakim Mæhle,0.0,0.0,13.0,3.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
522,Lokomotiv Moscow,Benedikt Höwedes,0.0,0.0,0.0,0.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
523,Lokomotiv Moscow,Éder,0.0,0.0,4.0,3.0,0.0,6.56,6.56,Ataque,,,,,,,,,,,,,,
524,KRC Genk,Gaëtan Coucke,0.0,0.0,0.0,0.0,0.0,6.56,6.56,Ataque,,,,,,,,,,,,,,
525,Valencia,Maximiliano Gómez,0.0,4.0,1.0,6.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
526,Zenit St. Petersburg,Douglas Santos,0.0,0.0,11.0,3.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
527,RB Leipzig,Ibrahima Konaté,0.0,0.0,0.0,0.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
528,Valencia,Jaume Doménech,0.0,0.0,0.0,0.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
529,Benfica,Jardel,0.0,0.0,0.0,0.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
530,Olympiacos FC,Yassine Benzia,0.0,0.0,1.0,1.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
531,Galatasaray,Younès Belhanda,0.0,1.0,5.0,5.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
532,Lille,José Fonte,0.0,0.0,0.0,1.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
533,Lokomotiv Moscow,Murilo,0.0,0.0,1.0,0.0,0.0,6.54,6.54,Ataque,,,,,,,,,,,,,,
534,Benfica,Tomás Tavares,0.0,0.0,3.0,1.0,0.0,6.54,6.54,Ataque,,,,,,,,,,,,,,
535,Galatasaray,Steven​ N'Zonzi,0.0,0.0,1.0,3.0,0.0,6.54,6.54,Ataque,,,,,,,,,,,,,,
536,KRC Genk,Dieumerci Ndongala,0.0,0.0,0.0,2.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
537,Bayer 04 Leverkusen,Leon Bailey,0.0,0.0,5.0,1.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
538,Valencia,Jaume Costa,0.0,0.0,0.0,2.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
539,Borussia Dortmund,Łukasz Piszczek,0.0,0.0,1.0,0.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
540,Olympiacos FC,Omar Elabdellaoui,0.0,0.0,2.0,3.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
541,FK Crvena zvezda,Aleksa Vukanović,0.0,0.0,1.0,2.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
542,Galatasaray,Ryan Donk,0.0,0.0,2.0,1.0,0.0,6.52,6.52,Ataque,,,,,,,,,,,,,,
543,Lille,Luiz Araújo,0.0,0.0,8.0,9.0,0.0,6.52,6.52,Ataque,,,,,,,,,,,,,,
544,Shakhtar Donetsk,Andriy Pyatov,0.0,0.0,1.0,0.0,0.0,6.52,6.52,Ataque,,,,,,,,,,,,,,
545,GNK Dinamo Zagreb,Damian Kądzior,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
546,Shakhtar Donetsk,Marlos Romero,0.0,0.0,11.0,5.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
547,Real Madrid,Marco Asensio,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
548,Liverpool,Xherdan Shaqiri,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
549,Borussia Dortmund,Leonardo Balerdi,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
550,Red Bull Salzburg,Marin Pongračić,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
551,Napoli,Gianluca Gaetano,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
552,Olympique Lyonnais,Rafael,0.0,0.0,1.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
553,GNK Dinamo Zagreb,Izet Hajrović,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
554,Olympique Lyonnais,Rayan Cherki,0.0,0.0,1.0,1.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
555,Atalanta,Adrien Tameze,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
556,Benfica,Ljubomir Fejsa,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
557,SK Slavia Praha,Abdulla Yusuf Helal,0.0,0.0,0.0,2.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
558,Zenit St. Petersburg,Aleksey Sutormin,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
559,Lokomotiv Moscow,Alexander Kolomeitsev,0.0,0.0,1.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
560,Galatasaray,Ryan Babel,0.0,1.0,5.0,4.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
561,Zenit St. Petersburg,Oleg Shatov,0.0,0.0,2.0,1.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
562,Valencia,Kang-in Lee,0.0,0.0,0.0,3.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
563,KRC Genk,Paul Onuachu,0.0,4.0,6.0,8.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
564,Napoli,Matteo Politano,0.0,0.0,2.0,5.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
565,Atalanta,Berat Djimsiti,0.0,0.0,3.0,6.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
566,SK Slavia Praha,Ondřej Kúdela,0.0,1.0,0.0,4.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
567,Tottenham Hotspur,Toby Alderweireld,0.0,0.0,0.0,0.0,0.0,6.48,6.48,Ataque,,,,,,,,,,,,,,
568,Club Brugge KV,Mats Rits,0.0,0.0,0.0,3.0,0.0,6.48,6.48,Ataque,,,,,,,,,,,,,,
569,Zenit St. Petersburg,Aleksandr Erokhin,0.0,0.0,1.0,1.0,0.0,6.48,6.48,Ataque,,,,,,,,,,,,,,
570,Olympiacos FC,Maximiliano Lovera,0.0,0.0,4.0,2.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
571,Galatasaray,Florin Andone,0.0,2.0,1.0,8.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
572,FK Crvena zvezda,Milan Pavkov,0.0,1.0,0.0,4.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
573,Shakhtar Donetsk,Serhiy Bolbat,0.0,0.0,0.0,1.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
574,Club Brugge KV,Simon Mignolet,0.0,0.0,0.0,0.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
575,AFC Ajax,David Neres,0.0,0.0,2.0,2.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
576,Galatasaray,Selçuk İnan,0.0,0.0,1.0,0.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
577,Bayer 04 Leverkusen,Aleksandar Dragović,0.0,0.0,0.0,0.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
578,Chelsea,Andreas Christensen,0.0,0.0,0.0,1.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
579,Olympique Lyonnais,Karl Toko Ekambi,0.0,2.0,2.0,8.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
580,AFC Ajax,Siem de Jong,0.0,0.0,0.0,0.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
581,Atalanta,Andrea Masiello,0.0,0.0,1.0,0.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
582,Atalanta,Rafael Tolói,0.0,0.0,0.0,4.0,0.0,6.44,6.44,Ataque,,,,,,,,,,,,,,
583,GNK Dinamo Zagreb,Amer Gojak,0.0,0.0,0.0,0.0,0.0,6.44,6.44,Ataque,,,,,,,,,,,,,,
584,Red Bull Salzburg,Rasmus Kristensen,0.0,0.0,3.0,1.0,0.0,6.43,6.43,Ataque,,,,,,,,,,,,,,
585,Club Brugge KV,Clinton Mata,0.0,0.0,2.0,0.0,0.0,6.43,6.43,Ataque,,,,,,,,,,,,,,
586,Club Brugge KV,Charles De Ketelaere,0.0,0.0,1.0,2.0,0.0,6.43,6.43,Ataque,,,,,,,,,,,,,,
587,Lille,Renato Sanches,0.0,0.0,7.0,0.0,0.0,6.42,6.42,Ataque,,,,,,,,,,,,,,
588,Real Madrid,Nacho Fernández,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
589,Olympique Lyonnais,Amine Gouiri,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
590,GNK Dinamo Zagreb,Lovro Majer,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
591,Olympique Lyonnais,Jean Lucas,0.0,1.0,0.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
592,AFC Ajax,Zakaria Labyad,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
593,Napoli,Amin Younes,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
594,Juventus,Marco Olivieri,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
595,Olympiacos FC,Vasilīs Torosidīs,0.0,0.0,1.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
596,Lokomotiv Moscow,Daniil Kulikov,0.0,0.0,1.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
597,Borussia Dortmund,Mahmoud Dahoud,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
598,Club Brugge KV,Mbaye Diagne,0.0,1.0,0.0,2.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
599,Benfica,Caio,0.0,0.0,1.0,2.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
600,SK Slavia Praha,Stanislav Tecl,0.0,1.0,1.0,2.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
601,FK Crvena zvezda,Dušan Jovančić,0.0,0.0,1.0,3.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
602,Zenit St. Petersburg,Igor Smolnikov,0.0,0.0,1.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
603,Tottenham Hotspur,Gedson Fernandes,0.0,0.0,1.0,6.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
604,Club Brugge KV,David Okereke,0.0,2.0,0.0,11.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
605,Red Bull Salzburg,Masaya Okugawa,0.0,0.0,0.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
606,GNK Dinamo Zagreb,Nikola Moro,0.0,0.0,1.0,3.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
607,Lokomotiv Moscow,Vladislav Ignatjev,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
608,KRC Genk,Junya Ito,0.0,0.0,9.0,5.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
609,FK Crvena zvezda,Miloš Degenek,0.0,0.0,1.0,1.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
610,FK Crvena zvezda,Marko Gobeljić,0.0,0.0,2.0,4.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
611,Tottenham Hotspur,Eric Dier,0.0,1.0,2.0,1.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
612,FK Crvena zvezda,Njegoš Petrović,0.0,0.0,1.0,1.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
613,Borussia Dortmund,Marco Reus,0.0,7.0,2.0,10.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
614,Red Bull Salzburg,Cican Stanković,0.0,0.0,0.0,0.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
615,KRC Genk,Sébastien Dewaest,0.0,1.0,1.0,3.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
616,Red Bull Salzburg,Majeed Ashimeru,0.0,0.0,0.0,0.0,0.0,6.37,6.37,Ataque,,,,,,,,,,,,,,
617,Atlético Madrid,Ángel Correa,0.0,2.0,4.0,8.0,0.0,6.36,6.36,Ataque,,,,,,,,,,,,,,
618,Olympiacos FC,Yassine Meriah,0.0,1.0,3.0,3.0,0.0,6.35,6.35,Ataque,,,,,,,,,,,,,,
619,Olympiacos FC,Lazar Ranđelović,0.0,0.0,1.0,1.0,0.0,6.33,6.33,Ataque,,,,,,,,,,,,,,
620,Lokomotiv Moscow,Bryan Idowu,0.0,0.0,0.0,2.0,0.0,6.33,6.33,Ataque,,,,,,,,,,,,,,
