#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
420,Celtic,Dedryck Boyata,0.0,0.0,2.0,0.0,0.0,6.76,6.76,Ataque,,,,,,,,,,,,,,
421,Juventus,Stefano Sturaro,0.0,0.0,1.0,2.0,0.0,6.76,6.76,Ataque,,,,,,,,,,,,,,
422,Sporting,Cristiano Piccini,0.0,0.0,7.0,1.0,0.0,6.76,6.76,Ataque,,,,,,,,,,,,,,
423,RSC Anderlecht,Kara Mbodj,0.0,0.0,7.0,2.0,0.0,6.76,6.76,Ataque,,,,,,,,,,,,,,
424,Juventus,Stephan Lichtsteiner,0.0,0.0,2.0,0.0,0.0,6.75,6.75,Ataque,,,,,,,,,,,,,,
425,Beşiktaş,Gökhan Gönül,0.0,0.0,2.0,2.0,0.0,6.75,6.75,Ataque,,,,,,,,,,,,,,
426,Benfica,Rúben Dias,0.0,0.0,0.0,1.0,0.0,6.75,6.75,Ataque,,,,,,,,,,,,,,
427,FC Spartak Moscow,Roman Zobnin,0.0,0.0,2.0,1.0,0.0,6.75,6.75,Ataque,,,,,,,,,,,,,,
428,FC Spartak Moscow,Marko Petković,0.0,0.0,0.0,1.0,0.0,6.75,6.75,Ataque,,,,,,,,,,,,,,
429,Feyenoord,Renato Tapia,0.0,0.0,6.0,0.0,0.0,6.75,6.75,Ataque,,,,,,,,,,,,,,
430,AS Monaco,Guido Carrillo,0.0,0.0,0.0,6.0,0.0,6.75,6.75,Ataque,,,,,,,,,,,,,,
431,NK Maribor,Marwan Kabha,0.0,0.0,11.0,7.0,0.0,6.75,6.75,Ataque,,,,,,,,,,,,,,
432,Chelsea,Marcos Alonso,0.0,0.0,7.0,11.0,0.0,6.74,6.74,Ataque,,,,,,,,,,,,,,
433,Sporting,Marcos Acuña,0.0,0.0,9.0,0.0,0.0,6.74,6.74,Ataque,,,,,,,,,,,,,,
434,Tottenham Hotspur,Ben Davies,0.0,0.0,1.0,1.0,0.0,6.74,6.74,Ataque,,,,,,,,,,,,,,
435,Sporting,Jérémy Mathieu,0.0,0.0,2.0,1.0,0.0,6.74,6.74,Ataque,,,,,,,,,,,,,,
436,Atlético Madrid,Lucas Hernández,0.0,0.0,0.0,0.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
437,Borussia Dortmund,Mahmoud Dahoud,0.0,0.0,6.0,4.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
438,Real Madrid,Dani Ceballos,0.0,0.0,3.0,3.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
439,Chelsea,Andreas Christensen,0.0,1.0,0.0,2.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
440,Borussia Dortmund,Roman Bürki,0.0,0.0,0.0,0.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
441,Tottenham Hotspur,Mousa Dembélé,0.0,0.0,13.0,0.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
442,Chelsea,Gary Cahill,0.0,0.0,0.0,4.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
443,Celtic,Scott Brown,0.0,0.0,3.0,0.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
444,Barcelona,Paulinho,0.0,5.0,4.0,12.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
445,Paris Saint-Germain,Julian Draxler,0.0,0.0,7.0,4.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
446,FC Bayern München,Franck Ribéry,0.0,1.0,21.0,8.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
447,Sporting,Fábio Coentrão,0.0,0.0,2.0,1.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
448,Juventus,Medhi Benatia,0.0,1.0,0.0,5.0,0.0,6.73,6.73,Ataque,,,,,,,,,,,,,,
449,Roma,Alessandro Florenzi,0.0,0.0,5.0,5.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
450,Roma,Kevin Strootman,0.0,0.0,2.0,6.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
451,RB Leipzig,Marcel Halstenberg,0.0,0.0,2.0,2.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
452,Celtic,James Forrest,0.0,0.0,13.0,6.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
453,Sporting,Rui Patrício,0.0,0.0,0.0,0.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
454,Benfica,Jonas,0.0,2.0,1.0,14.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
455,Borussia Dortmund,Ömer Toprak,0.0,1.0,0.0,3.0,0.0,6.72,6.72,Ataque,,,,,,,,,,,,,,
456,Barcelona,Sergi Roberto,0.0,1.0,6.0,1.0,0.0,6.71,6.71,Ataque,,,,,,,,,,,,,,
457,Borussia Dortmund,Gonzalo Castro,0.0,1.0,1.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
458,Atlético Madrid,Fernando Torres,0.0,1.0,1.0,8.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
459,Real Madrid,Marcos Llorente,0.0,0.0,0.0,1.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
460,AS Monaco,Terence Kongolo,0.0,0.0,1.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
461,Borussia Dortmund,Neven Subotić,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
462,Liverpool,Nathaniel Clyne,0.0,0.0,0.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
463,RSC Anderlecht,Ivan Obradović,0.0,0.0,3.0,3.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
464,Napoli,Faouzi Ghoulam,0.0,0.0,4.0,0.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
465,Barcelona,Aleix Vidal,0.0,0.0,0.0,2.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
466,Sporting,Jonathan Silva,0.0,0.0,2.0,1.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
467,RSC Anderlecht,Pieter Gerkens,0.0,0.0,2.0,3.0,0.0,6.7,6.7,Ataque,,,,,,,,,,,,,,
468,Napoli,Elseid Hysaj,0.0,0.0,6.0,0.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
469,APOEL Nicosia,Nuno Morais,0.0,0.0,1.0,2.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
470,Qarabağ,Dino Ndlovu,0.0,0.0,8.0,9.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
471,Borussia Dortmund,Christian Pulišić,0.0,1.0,21.0,8.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
472,AS Monaco,Adama Diakhaby,0.0,0.0,2.0,6.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
473,FC Spartak Moscow,Georgiy Dzhikiya,0.0,0.0,5.0,1.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
474,APOEL Nicosia,Igor De Camargo,0.0,0.0,0.0,5.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
475,Chelsea,Thibaut Courtois,0.0,0.0,0.0,0.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
476,Feyenoord,Sven van Beek,0.0,0.0,0.0,0.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
477,Beşiktaş,Gary Medel,0.0,0.0,0.0,2.0,0.0,6.68,6.68,Ataque,,,,,,,,,,,,,,
478,Real Madrid,Mateo Kovačić,0.0,0.0,6.0,1.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
479,Liverpool,Danny Ings,0.0,1.0,1.0,2.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
480,Olympiacos FC,Kostas Fortounis,0.0,0.0,5.0,4.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
481,Feyenoord,Kevin Diks,0.0,0.0,2.0,0.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
482,AS Monaco,Thomas Lemar,0.0,0.0,6.0,2.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
483,RSC Anderlecht,Matz Sels,0.0,0.0,0.0,0.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
484,Qarabağ,Tarik Elyounoussi,0.0,0.0,0.0,2.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
485,RSC Anderlecht,Frank Boeckx,0.0,0.0,1.0,0.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
486,RSC Anderlecht,Massimo Bruno,0.0,0.0,4.0,3.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
487,Chelsea,Antonio Rüdiger,0.0,1.0,1.0,4.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
488,Napoli,Pepe Reina,0.0,0.0,1.0,0.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
489,Beşiktaş,Adriano,0.0,0.0,4.0,1.0,0.0,6.67,6.67,Ataque,,,,,,,,,,,,,,
490,Juventus,Rodrigo Bentancur,0.0,0.0,3.0,4.0,0.0,6.66,6.66,Ataque,,,,,,,,,,,,,,
491,NK Maribor,Blaž Vrhovec,0.0,0.0,1.0,5.0,0.0,6.66,6.66,Ataque,,,,,,,,,,,,,,
492,CSKA Moscow,Vasily Berezutskiy,0.0,0.0,1.0,6.0,0.0,6.66,6.66,Ataque,,,,,,,,,,,,,,
493,Roma,Lorenzo Pellegrini,0.0,0.0,1.0,5.0,0.0,6.66,6.66,Ataque,,,,,,,,,,,,,,
494,Juventus,Kwadwo Asamoah,0.0,0.0,1.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
495,Chelsea,Victor Moses,0.0,0.0,7.0,3.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
496,Beşiktaş,Necip Uysal,0.0,0.0,0.0,0.0,0.0,6.65,6.65,Ataque,,,,,,,,,,,,,,
497,Juventus,Gianluigi Buffon,0.0,0.0,0.0,0.0,0.0,6.64,6.64,Ataque,,,,,,,,,,,,,,
498,Qarabağ,Mahir Emreli,0.0,0.0,9.0,3.0,0.0,6.64,6.64,Ataque,,,,,,,,,,,,,,
499,Barcelona,Denis Suárez,0.0,0.0,6.0,3.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
500,Sporting,Rodrigo Battaglia,0.0,0.0,4.0,3.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
501,CSKA Moscow,Viktor Vasin,0.0,0.0,1.0,1.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
502,Benfica,Diogo Gonçalves,0.0,0.0,3.0,7.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
503,Olympiacos FC,Omar Elabdellaoui,0.0,0.0,1.0,1.0,0.0,6.63,6.63,Ataque,,,,,,,,,,,,,,
504,FC Spartak Moscow,Andrey Eshchenko,0.0,0.0,1.0,3.0,0.0,6.62,6.62,Ataque,,,,,,,,,,,,,,
505,Atlético Madrid,Yannick Carrasco,0.0,1.0,9.0,9.0,0.0,6.62,6.62,Ataque,,,,,,,,,,,,,,
506,NK Maribor,Marko Šuler,0.0,2.0,0.0,4.0,0.0,6.62,6.62,Ataque,,,,,,,,,,,,,,
507,Napoli,Marek Hamšík,0.0,1.0,0.0,9.0,0.0,6.62,6.62,Ataque,,,,,,,,,,,,,,
508,RSC Anderlecht,Łukasz Teodorczyk,0.0,3.0,0.0,12.0,0.0,6.62,6.62,Ataque,,,,,,,,,,,,,,
509,Qarabağ,Richard Almeida,0.0,0.0,6.0,5.0,0.0,6.62,6.62,Ataque,,,,,,,,,,,,,,
510,Liverpool,Loris Karius,0.0,0.0,0.0,0.0,0.0,6.62,6.62,Ataque,,,,,,,,,,,,,,
511,Tottenham Hotspur,Serge Aurier,0.0,0.0,5.0,3.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
512,Paris Saint-Germain,Giovani Lo Celso,0.0,1.0,2.0,5.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
513,AS Monaco,Soualiho Meïté,0.0,0.0,1.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
514,Juventus,Claudio Marchisio,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
515,RSC Anderlecht,Andy Najar,0.0,0.0,1.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
516,AS Monaco,Gabriel Boschilia,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
517,APOEL Nicosia,Andreas Makris,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
518,RB Leipzig,Dominik Kaiser,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
519,Manchester City,Tosin Adarabioyo,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
520,Tottenham Hotspur,Erik Lamela,0.0,0.0,5.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
521,Napoli,Mário Rui,0.0,0.0,1.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
522,Atlético Madrid,Luciano Vietto,0.0,1.0,0.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
523,FC Porto,Majeed Waris,0.0,0.0,5.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
524,Basel,Valentin Stocker,0.0,0.0,1.0,2.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
525,Paris Saint-Germain,Presnel Kimpembe,0.0,0.0,2.0,1.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
526,Benfica,Mile Svilar,0.0,0.0,0.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
527,AS Monaco,Almamy Touré,0.0,0.0,2.0,1.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
528,Sevilla,Michael Krohn-Dehli,0.0,1.0,2.0,4.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
529,Shakhtar Donetsk,Davit Khocholava,0.0,0.0,0.0,1.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
530,Olympiacos FC,Guillaume Gillet,0.0,0.0,2.0,1.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
531,Feyenoord,Sam Larsson,0.0,0.0,2.0,3.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
532,Olympiacos FC,Jacques-Alaixys Romao,0.0,0.0,3.0,0.0,0.0,6.6,6.6,Ataque,,,,,,,,,,,,,,
533,Sevilla,Luis Muriel,0.0,1.0,1.0,10.0,0.0,6.59,6.59,Ataque,,,,,,,,,,,,,,
534,Sevilla,Sergio Rico,0.0,0.0,0.0,0.0,0.0,6.59,6.59,Ataque,,,,,,,,,,,,,,
535,Shakhtar Donetsk,Bogdan Butko,0.0,0.0,2.0,0.0,0.0,6.59,6.59,Ataque,,,,,,,,,,,,,,
536,Qarabağ,Wilde-Donald Guerrier,0.0,0.0,5.0,3.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
537,Manchester United,Jesse Lingard,0.0,1.0,1.0,4.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
538,Feyenoord,Jens Toornstra,0.0,1.0,0.0,7.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
539,Basel,Serey Dié,0.0,0.0,8.0,3.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
540,Benfica,Alejandro Grimaldo,0.0,0.0,9.0,6.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
541,Benfica,Ljubomir Fejsa,0.0,0.0,3.0,0.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
542,APOEL Nicosia,Agustín Farías,0.0,0.0,0.0,0.0,0.0,6.58,6.58,Ataque,,,,,,,,,,,,,,
543,Roma,Maxime Gonalons,0.0,0.0,3.0,2.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
544,Napoli,Adam Ounas,0.0,0.0,3.0,1.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
545,RSC Anderlecht,Nicolae Stanciu,0.0,0.0,0.0,2.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
546,Chelsea,Danny Drinkwater,0.0,0.0,0.0,1.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
547,Benfica,Andreas Samaris,0.0,0.0,3.0,2.0,0.0,6.57,6.57,Ataque,,,,,,,,,,,,,,
548,FC Spartak Moscow,Ivelin Popov,0.0,0.0,5.0,3.0,0.0,6.56,6.56,Ataque,,,,,,,,,,,,,,
549,Liverpool,Adam Lallana,0.0,0.0,2.0,1.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
550,Qarabağ,Ramil Sheydaev,0.0,0.0,2.0,0.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
551,Olympiacos FC,El Fardou Ben,0.0,0.0,0.0,2.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
552,RSC Anderlecht,Alexandru Chipciu,0.0,1.0,2.0,3.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
553,Basel,Fabian Frei,0.0,0.0,0.0,0.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
554,APOEL Nicosia,Nektarios Alexandrou,0.0,0.0,0.0,0.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
555,Celtic,Stuart Armstrong,0.0,1.0,6.0,3.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
556,Feyenoord,Karim El Ahmadi,0.0,0.0,0.0,4.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
557,Benfica,André Almeida,0.0,0.0,6.0,1.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
558,FC Porto,André André,0.0,1.0,2.0,4.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
559,Napoli,Christian Maggio,0.0,0.0,2.0,1.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
560,Qarabağ,Maksim Medvedev,0.0,0.0,1.0,0.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
561,FC Porto,Jesús Corona,0.0,0.0,11.0,4.0,0.0,6.55,6.55,Ataque,,,,,,,,,,,,,,
562,CSKA Moscow,Aleksandr Golovin,0.0,0.0,11.0,8.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
563,Manchester City,Phil Foden,0.0,0.0,6.0,1.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
564,Roma,Patrik Schick,0.0,1.0,3.0,6.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
565,Sevilla,Sandro Ramírez,0.0,0.0,0.0,2.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
566,AS Monaco,Djibril Sidibé,0.0,0.0,1.0,0.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
567,RB Leipzig,Péter Gulácsi,0.0,0.0,0.0,0.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
568,NK Maribor,Aleks Pihler,0.0,0.0,5.0,5.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
569,Liverpool,Ragnar Klavan,0.0,0.0,1.0,1.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
570,Barcelona,André Gomes,0.0,0.0,1.0,2.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
571,AS Monaco,Rachid Ghezzal,0.0,0.0,8.0,1.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
572,Borussia Dortmund,Jeremy Toljan,0.0,0.0,1.0,2.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
573,NK Maribor,Valon Ahmedi,0.0,0.0,2.0,6.0,0.0,6.53,6.53,Ataque,,,,,,,,,,,,,,
574,Roma,Grégoire Defrel,0.0,1.0,1.0,3.0,0.0,6.52,6.52,Ataque,,,,,,,,,,,,,,
575,AS Monaco,Keita Baldé,0.0,1.0,5.0,8.0,0.0,6.52,6.52,Ataque,,,,,,,,,,,,,,
576,NK Maribor,Martin Milec,0.0,0.0,5.0,5.0,0.0,6.52,6.52,Ataque,,,,,,,,,,,,,,
577,RSC Anderlecht,Dennis Appiah,0.0,0.0,7.0,1.0,0.0,6.52,6.52,Ataque,,,,,,,,,,,,,,
578,APOEL Nicosia,Praxitelis Vouros,0.0,0.0,1.0,2.0,0.0,6.52,6.52,Ataque,,,,,,,,,,,,,,
579,Beşiktaş,Caner Erkin,0.0,0.0,6.0,2.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
580,Manchester City,Claudio Bravo,0.0,0.0,1.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
581,Liverpool,Marko Grujić,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
582,Tottenham Hotspur,Kyle Walker-Peters,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
583,Basel,Cédric Itten,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
584,Borussia Dortmund,Andre Schürrle,0.0,0.0,0.0,1.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
585,Feyenoord,Dylan Vente,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
586,Roma,Mirko Antonucci,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
587,Paris Saint-Germain,Lassana Diarra,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
588,APOEL Nicosia,Raúl Gudiño,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
589,Feyenoord,Eric Botteghin,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
590,Tottenham Hotspur,Anthony Georgiou,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
591,Borussia Dortmund,Łukasz Piszczek,0.0,0.0,2.0,1.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
592,FC Porto,Gonçalo Paciência,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
593,Feyenoord,Michiel Kramer,0.0,0.0,0.0,2.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
594,RSC Anderlecht,Hamdi Harbaoui,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
595,Beşiktaş,Mustafa Pektemek,0.0,1.0,2.0,2.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
596,CSKA Moscow,Astemir Gordyushenko,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
597,Liverpool,Dominic Solanke,0.0,0.0,0.0,1.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
598,CSKA Moscow,Fedor Chalov,0.0,0.0,2.0,1.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
599,Basel,Alexander Fransson,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
600,Benfica,Luisão,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
601,FC Spartak Moscow,Aleksandr Selikhov,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
602,Celtic,Tom Rogić,0.0,0.0,6.0,3.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
603,Celtic,Craig Gordon,0.0,0.0,0.0,0.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
604,Sevilla,Gabriel Mercado,0.0,0.0,2.0,2.0,0.0,6.5,6.5,Ataque,,,,,,,,,,,,,,
605,FC Porto,Moussa Marega,0.0,1.0,7.0,10.0,0.0,6.48,6.48,Ataque,,,,,,,,,,,,,,
606,NK Maribor,Mitja Viler,0.0,0.0,4.0,3.0,0.0,6.48,6.48,Ataque,,,,,,,,,,,,,,
607,Olympiacos FC,Mehdi Carcela-González,0.0,0.0,7.0,3.0,0.0,6.48,6.48,Ataque,,,,,,,,,,,,,,
608,Shakhtar Donetsk,Dentinho,0.0,0.0,1.0,0.0,0.0,6.48,6.48,Ataque,,,,,,,,,,,,,,
609,Benfica,Douglas,0.0,0.0,8.0,3.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
610,Benfica,Eliseu,0.0,1.0,2.0,3.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
611,Basel,Kevin Bua,0.0,0.0,5.0,0.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
612,Qarabağ,Qara Qarayev,0.0,0.0,4.0,2.0,0.0,6.47,6.47,Ataque,,,,,,,,,,,,,,
613,Celtic,Odsonne Édouard,0.0,0.0,1.0,0.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
614,Olympiacos FC,Emmanuel Emenike,0.0,0.0,1.0,3.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
615,Feyenoord,Bilal Başaçıkoğlu,0.0,0.0,1.0,0.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
616,RB Leipzig,Lukas Klostermann,0.0,0.0,2.0,3.0,0.0,6.45,6.45,Ataque,,,,,,,,,,,,,,
617,Napoli,Allan,0.0,0.0,6.0,2.0,0.0,6.43,6.43,Ataque,,,,,,,,,,,,,,
618,RSC Anderlecht,Henry Onyekuru,0.0,2.0,10.0,5.0,0.0,6.43,6.43,Ataque,,,,,,,,,,,,,,
619,APOEL Nicosia,Ghayas Zahid,0.0,0.0,1.0,6.0,0.0,6.42,6.42,Ataque,,,,,,,,,,,,,,
620,RB Leipzig,Konrad Laimer,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
621,FC Bayern München,Juan Bernat,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
622,Sporting,Tobias Figueiredo,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
623,FC Porto,Bruno Costa,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
624,Celtic,Kouassi Eboue,0.0,0.0,1.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
625,AS Monaco,Kévin N'Doram,0.0,0.0,1.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
626,Atlético Madrid,Augusto Fernández,0.0,0.0,0.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
627,Real Madrid,Achraf Hakimi,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
628,FC Porto,Hernâni,0.0,0.0,0.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
629,Sevilla,Johannes Geis,0.0,0.0,0.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
